gdp_per_capita,life_expectancy,social_support,score
0.885416388511658,0.495879292488098,1.1553726848375383,5.01100015640259
0.596220076084137,0.553457796573639,1.1033595984818785,5.00400018692017
0.479820191860199,0.504130780696869,1.0667349324245892,4.96199989318848
1.02723586559296,0.557783484458923,1.17328689428816,4.95499992370605
1.05469870567322,0.187080070376396,1.1160159181853802,4.8289999961853
1.00726580619812,0.613212049007416,1.139997443354772,4.80499982833862
0.716249227523804,0.565666973590851,1.0704622624280078,4.77500009536743
0.989701807498932,0.520187258720398,1.1135296426272216,4.7350001335144
1.1614590883255,0.708217680454254,1.169856401339911,4.71400022506714
0.36842092871666,0.0055647538974881,0.9293680764363764,4.70900011062622
0.564305365085602,0.132892116904259,0.9951660806804196,4.69500017166138
1.15687310695648,0.639333188533783,1.1565302827902704,4.69199991226196
0.996192753314972,0.731159746646881,1.145537379838287,4.64400005340576
0.586682975292206,0.533241033554077,1.0469155382685582,4.60799980163574
0.964434325695038,0.33861181139946,1.0926627108255251,4.57399988174438
0.560479462146759,0.309988349676132,1.0022909909635425,4.55299997329712
0.234305649995804,0.106654435396194,0.9174769145258586,4.55000019073486
0.367110550403595,0.397522568702698,0.9861762466524076,4.54500007629395
0.479309022426605,0.409362852573395,0.9937615909654762,4.53499984741211
0.636406779289246,0.257835894823074,1.0104704777139,4.51399993896484
1.10271048545837,0.501180469989777,1.1108853841720243,4.49700021743774
1.1982102394104,0.356578588485718,1.108019719420118,4.46500015258789
0.339233845472336,0.353409707546234,0.9558983529459416,4.46000003814697
1.00985014438629,0.625130832195282,1.1346063425578583,4.44000005722046
0.900596737861633,0.637524425983429,1.0645634128013368,4.37599992752075
0.792221248149872,0.455427616834641,1.0399569729720666,4.31500005722046
0.648457288742065,0.285349279642105,0.9456511566719404,4.29199981689453
0.808964252471924,0.28995743393898,1.0161406374042503,4.29099988937378
0.950612664222717,0.649546980857849,1.0779584714379855,4.28599977493286
0.0921023488044739,0.191407024860382,0.8460316307686009,4.28000020980835
0.476180493831635,0.169365674257278,0.9084494742522784,4.19000005722046
0.603048920631409,0.0486421696841717,0.9320378931238684,4.17999982833862
0.601765096187592,0.429783403873444,1.0028813992631558,4.16800022125244
0.65951669216156,0.290920823812485,0.9226707576752092,4.13899993896484
0.667224824428558,0.295637726783752,0.9683571934921372,4.11999988555908
0.89465194940567,0.575903952121735,1.0128016204771362,4.09600019454956
0.381430715322495,0.217632606625557,0.9019617409627764,4.08099985122681
0.3502277135849,0.215844258666039,0.8749334385442846,4.03200006484985
0.161925330758095,0.26850500702858,0.851585729476682,4.02799987792969
0.233442038297653,0.315089583396912,0.8735444286320313,3.97000002861023
0.438012987375259,0.0411347150802612,0.8371835584682061,3.93600010871887
0.375846534967422,0.196763753890991,0.8556001271998728,3.875
0.521021246910095,0.0,0.851868094296782,3.80800008773804
0.858428180217743,0.0498686656355858,0.8784712137786754,3.79500007629395
0.401477217674255,0.180746778845787,0.8225277144262795,3.79399991035461
1.12209415435791,0.341755509376526,1.0218796139024948,3.76600003242493
0.431085407733917,0.209930211305618,0.8449066924166422,3.65700006484985
0.305808693170547,0.375223308801651,0.8161094834586786,3.64400005340576
0.368610262870789,0.277321130037308,0.7911977219842192,3.6029999256134
0.591683447360992,0.310080915689468,0.8622633457040332,3.59299993515015
0.39724862575531,0.163486003875732,0.7957394818196883,3.59100008010864
0.119041793048382,0.229918196797371,0.7630608961401675,3.53299999237061
0.244549930095673,0.194129139184952,0.7806917250893171,3.50699996948242
0.305444717407227,0.247105568647385,0.8023887047005862,3.49499988555908
0.368745893239975,0.326424807310104,0.8446365505293529,3.47099995613098
0.777153134346008,0.50053334236145,0.8898923530636247,3.46199989318848
0.511135876178741,0.364509284496307,0.8355574198078506,3.34899997711182
0.091622568666935,0.151610791683197,0.6069240234368717,2.90499997138977
0.0,0.0187726859003305,0.556243084205215,2.69300007820129
1.305,0.874,1.592,7.632
1.456,0.861,1.582,7.594
1.351,0.868,1.59,7.555
1.343,0.914,1.644,7.495
1.42,0.927,1.549,7.487
1.361,0.878,1.488,7.441
1.33,0.896,1.532,7.328
1.268,0.876,1.601,7.324
1.355,0.913,1.501,7.314
1.34,0.91,1.573,7.272
1.244,0.888,1.433,7.19
1.341,0.891,1.504,7.139
1.01,0.817,1.459,7.072
1.448,0.876,1.583,6.977
1.34,0.861,1.474,6.965
1.324,0.894,1.483,6.927
1.576,0.896,1.52,6.91
1.398,0.819,1.471,6.886
1.301,0.883,1.559,6.814
2.096,0.67,0.776,6.774
1.233,0.854,1.489,6.711
1.27,0.884,1.525,6.627
1.293,0.908,1.466,6.489
1.038,0.761,1.252,6.488
1.131,0.808,1.331,6.476
1.365,0.857,1.436,6.441
1.112,0.759,1.438,6.43
0.986,0.675,1.474,6.419
1.073,0.744,1.468,6.388
0.781,0.608,1.268,6.382
1.093,0.771,1.459,6.379
1.649,0.748,1.303,6.374
1.379,0.633,1.331,6.371
1.529,1.008,1.451,6.343
1.161,0.669,1.258,6.322
1.251,0.965,1.538,6.31
0.96,0.635,1.439,6.26
1.223,0.564,1.492,6.192
1.21,0.776,1.537,6.173
0.806,0.639,1.231,6.167
0.668,0.7,1.319,6.141
1.176,0.781,1.448,6.123
1.338,0.698,1.366,6.105
0.719,0.605,1.584,6.096
1.474,0.675,1.301,6.083
1.016,0.707,1.417,6.072
1.264,0.946,1.501,6.0
0.889,0.736,1.33,5.973
0.807,0.474,1.101,5.956
1.197,0.716,1.527,5.952
1.219,0.856,1.506,5.948
1.116,0.726,1.219,5.945
1.148,0.671,1.454,5.933
1.294,0.988,1.462,5.915
1.09,0.684,1.387,5.891
0.819,0.693,1.493,5.89
1.266,0.955,1.204,5.875
1.229,0.909,1.211,5.835
1.151,0.599,1.479,5.81
1.143,0.631,1.516,5.79
1.229,0.909,1.191,5.762
0.751,0.508,1.223,5.752
1.2,0.737,1.532,5.739
0.835,0.615,1.522,5.681
0.934,0.674,1.249,5.663
0.855,0.578,1.23,5.662
0.657,0.62,1.301,5.64
1.016,0.517,1.533,5.636
1.171,0.732,1.401,5.62
0.985,0.553,1.35,5.566
0.775,0.513,1.312,5.524
0.62,0.622,1.205,5.504
1.039,0.7,1.498,5.483
1.148,0.686,1.38,5.483
0.652,0.424,0.81,5.472
1.405,1.03,1.29,5.43
1.188,0.884,1.429,5.41
0.975,0.685,1.369,5.398
1.154,0.879,1.202,5.358
0.965,0.785,1.179,5.358
1.017,0.729,1.279,5.347
1.115,0.737,1.161,5.321
0.982,0.614,1.441,5.302
0.979,0.687,1.154,5.295
0.779,0.669,0.797,5.254
0.989,0.799,1.142,5.246
1.024,0.603,1.161,5.201
0.474,0.598,1.166,5.199
0.959,0.691,1.239,5.185
0.822,0.645,1.265,5.161
0.689,0.048,1.172,5.155
0.53,0.594,1.416,5.131
0.915,0.758,1.078,5.129
0.914,0.575,1.517,5.125
0.715,0.702,1.365,5.103
0.899,0.522,1.215,5.093
0.796,0.527,1.335,5.082
0.0,0.115,0.712,4.982
0.535,0.182,0.891,4.975
1.054,0.712,1.515,4.933
0.425,0.539,1.228,4.88
