gdp_per_capita,life_expectancy,social_support,score
0.996,0.657,1.469,4.806
1.036,0.404,1.164,4.758
0.642,0.602,1.217,4.743
0.94,0.33,1.41,4.724
1.059,0.691,0.771,4.707
0.541,0.08,0.872,4.671
0.592,0.337,0.896,4.657
0.429,0.433,1.117,4.631
0.72,0.441,1.034,4.623
0.9,0.69,0.906,4.592
0.916,0.79,0.817,4.586
0.256,0.0,0.813,4.571
0.682,0.343,0.811,4.559
0.532,0.579,0.85,4.5
0.918,0.672,1.314,4.471
1.01,0.536,0.971,4.456
0.37,0.152,1.233,4.447
0.874,0.365,1.281,4.441
0.549,0.457,1.088,4.433
0.314,0.254,1.097,4.424
0.885,0.553,1.025,4.419
0.198,0.173,0.902,4.417
0.493,0.454,1.048,4.41
0.562,0.295,1.047,4.377
0.557,0.292,1.245,4.356
0.308,0.391,0.95,4.35
0.853,0.643,0.592,4.34
0.816,0.666,0.99,4.321
0.682,0.429,1.174,4.308
0.358,0.053,0.907,4.301
0.069,0.204,1.136,4.245
0.721,0.485,0.747,4.19
0.131,0.221,0.867,4.166
0.322,0.237,1.09,4.161
0.378,0.24,0.372,4.141
0.605,0.312,1.24,4.139
0.793,0.609,1.413,4.103
0.259,0.253,0.474,3.999
0.344,0.211,0.792,3.964
0.472,0.079,1.215,3.808
0.73,0.269,1.125,3.795
0.262,0.402,0.908,3.774
0.357,0.248,1.094,3.692
0.332,0.255,0.537,3.632
1.017,0.417,1.174,3.59
0.186,0.306,0.541,3.587
0.315,0.289,0.714,3.582
0.076,0.267,0.858,3.495
0.689,0.539,0.382,3.462
0.332,0.4,0.896,3.408
0.442,0.343,1.073,3.355
0.455,0.381,0.991,3.303
0.337,0.177,0.608,3.254
0.024,0.01,0.0,3.083
0.091,0.145,0.627,2.905
1.34,0.986,1.587,7.769
1.383,0.996,1.573,7.6
1.488,1.028,1.582,7.554
1.38,1.026,1.624,7.494
1.396,0.999,1.522,7.488
1.452,1.052,1.526,7.48
1.387,1.009,1.487,7.343
1.303,1.026,1.557,7.307
1.365,1.039,1.505,7.278
1.376,1.016,1.475,7.246
1.372,1.036,1.548,7.228
1.034,0.963,1.441,7.167
1.276,1.029,1.455,7.139
1.609,1.012,1.479,7.09
1.333,0.996,1.538,7.054
1.499,0.999,1.553,7.021
1.373,0.987,1.454,6.985
1.356,0.986,1.504,6.923
1.433,0.874,1.457,6.892
1.269,0.92,1.487,6.852
1.503,0.825,1.31,6.825
1.3,0.999,1.52,6.726
1.07,0.861,1.323,6.595
1.324,1.045,1.472,6.592
1.368,0.914,1.43,6.446
1.159,0.92,1.369,6.444
0.8,0.746,1.269,6.436
1.403,0.795,1.357,6.375
1.684,0.871,1.313,6.374
1.286,1.062,1.484,6.354
1.149,0.91,1.442,6.321
1.004,0.802,1.439,6.3
1.124,0.891,1.465,6.293
1.572,1.141,1.463,6.262
0.794,0.789,1.242,6.253
1.294,1.039,1.488,6.223
1.362,0.871,1.368,6.199
1.246,0.881,1.504,6.198
1.231,0.713,1.477,6.192
1.206,0.884,1.438,6.182
0.745,0.756,1.529,6.174
1.238,0.818,1.515,6.149
0.985,0.841,1.41,6.125
1.258,0.953,1.523,6.118
0.694,0.835,1.325,6.105
0.882,0.758,1.232,6.1
1.092,0.881,1.432,6.086
1.162,0.825,1.232,6.07
1.263,1.042,1.223,6.046
0.912,0.868,1.312,6.028
1.5,0.808,1.319,6.021
1.05,0.828,1.409,6.008
1.187,0.812,1.465,5.94
1.301,1.036,1.219,5.895
1.237,0.874,1.528,5.893
0.831,0.831,1.478,5.89
1.12,0.798,1.402,5.888
1.327,1.088,1.419,5.886
0.642,0.828,1.236,5.86
1.173,0.729,1.508,5.809
0.776,0.706,1.209,5.779
1.201,0.828,1.41,5.758
0.855,0.777,1.475,5.743
1.263,1.042,1.252,5.718
0.96,0.854,1.274,5.697
1.221,0.999,1.431,5.693
0.677,0.535,0.886,5.653
1.183,0.726,1.452,5.648
0.807,0.657,1.293,5.631
1.004,0.854,1.383,5.603
0.685,0.739,1.328,5.529
1.044,0.673,1.303,5.525
1.051,0.871,1.361,5.523
0.493,0.718,1.098,5.467
1.155,0.914,1.266,5.432
1.438,1.122,1.277,5.43
1.015,0.779,1.401,5.425
0.945,0.845,1.212,5.386
1.183,0.808,1.36,5.373
1.221,0.828,1.171,5.339
1.067,0.789,1.465,5.323
1.181,0.999,1.156,5.287
0.948,0.667,1.531,5.285
0.983,0.838,1.294,5.274
0.696,0.245,1.111,5.265
0.551,0.723,1.438,5.261
1.052,0.657,1.538,5.247
1.002,0.785,1.16,5.211
0.801,0.782,0.782,5.208
1.043,0.769,1.147,5.208
0.987,0.815,1.224,5.197
0.931,0.66,1.203,5.192
1.029,0.893,1.125,5.191
0.741,0.851,1.346,5.175
0.813,0.604,1.321,5.082
0.549,0.331,0.91,5.044
1.092,0.815,1.513,5.011
0.611,0.486,0.868,4.996
0.569,0.232,0.808,4.944
0.446,0.677,1.226,4.913
0.837,0.815,1.225,4.906
0.393,0.397,0.437,4.883
0.673,0.508,0.799,4.812
1.057,0.571,1.183,4.799
0.764,0.551,1.03,4.796
0.96,0.469,1.351,4.722
0.947,0.874,0.848,4.719
0.96,0.805,1.427,4.707
0.574,0.637,1.122,4.7
0.657,0.672,1.247,4.696
0.45,0.571,1.134,4.681
0.0,0.268,0.698,4.668
0.879,0.477,1.313,4.639
0.138,0.366,0.774,4.628
0.331,0.38,1.056,4.587
0.85,0.815,1.055,4.559
1.1,0.785,0.842,4.548
0.38,0.375,0.829,4.534
0.886,0.752,0.666,4.519
0.308,0.428,0.939,4.516
0.512,0.581,0.983,4.509
0.57,0.489,1.167,4.49
0.204,0.39,0.986,4.466
0.921,0.815,1.0,4.461
0.562,0.723,0.928,4.456
1.043,0.574,0.98,4.437
0.094,0.357,1.125,4.418
0.385,0.308,1.105,4.39
0.268,0.242,0.841,4.374
0.949,0.831,1.265,4.366
0.71,0.555,1.181,4.36
0.35,0.192,0.766,4.35
0.82,0.739,1.39,4.332
0.336,0.532,1.033,4.286
0.811,0.0,1.149,4.212
0.332,0.443,1.069,4.189
0.913,0.644,1.039,4.166
0.578,0.426,1.058,4.107
0.275,0.41,0.572,4.085
0.755,0.588,0.765,4.015
0.073,0.443,0.922,3.975
0.274,0.505,0.757,3.973
0.274,0.555,0.916,3.933
0.489,0.168,1.169,3.802
0.046,0.38,0.447,3.775
0.366,0.433,1.114,3.663
0.323,0.449,0.688,3.597
1.041,0.538,1.145,3.488
0.619,0.44,0.378,3.462
0.191,0.495,0.56,3.41
0.287,0.463,1.163,3.38
0.359,0.614,0.711,3.334
0.476,0.499,0.885,3.231
0.35,0.361,0.517,3.203
0.026,0.105,0.0,3.083
0.306,0.295,0.575,2.853
