gdp_per_capita,family,freedom,life_expectancy,social_support,score
0.73591,1.1681,0.60848,0.50163,1.2407122708829654,5.987
1.35495,1.04167,0.18827,0.85102,1.3581504721258433,5.977
0.97306,0.85974,0.4027,0.68613,1.2890236315435963,5.976
0.87616,0.68655,0.51231,0.45569,1.2499862292095019,5.956
1.38007,1.06054,0.46761,0.91491,1.3972137385115455,5.921
1.22943,0.95544,0.4052,0.57386,1.317494169046999,5.919
0.69177,0.83132,0.25202,0.52309,1.189016744377915,5.897
1.23228,1.05261,0.32682,0.58991,1.3029390937344132,5.856
1.24585,1.04685,0.4519,0.69058,1.330661230153319,5.835
1.35948,0.72194,0.25168,0.88645,1.356128787577513,5.835
0.79422,0.83779,0.50961,0.4697,1.2228432798712356,5.822
1.2692,1.06411,0.18929,0.64674,1.3011901850529348,5.813
1.13062,1.04993,0.29091,0.63104,1.2837568278101403,5.802
1.31141,0.81826,0.43596,0.84142,1.3582210022376178,5.771
1.29947,1.05613,0.53164,0.79151,1.3611713047044378,5.768
0.99602,0.81255,0.37502,0.62994,1.2614564948811604,5.743
1.08017,1.03817,0.37408,0.44006,1.2374279840595497,5.658
1.14372,0.75695,0.46145,0.66189,1.2887540587127864,5.648
1.06688,0.95076,0.40672,0.52304,1.2449596380648453,5.615
1.21788,0.95025,0.27996,0.63952,1.2663266096326375,5.56
1.31857,0.70697,0.29507,0.8488,1.3142192600430658,5.546
0.89373,1.11111,0.46235,0.58295,1.2168429259684004,5.538
1.1697,0.72803,0.36712,0.67602,1.2710157803684359,5.528
1.27964,1.05163,0.41511,0.68098,1.2976136917030114,5.517
0.89333,0.96372,0.43597,0.59469,1.215433610262662,5.51
1.18649,0.60809,0.23907,0.70524,1.2615762258900964,5.488
1.5107,0.87021,0.48079,0.95277,1.37922534837498,5.458
0.0,0.33613,0.56778,0.11466,0.9881174305918992,5.44
0.90145,0.66062,0.14396,0.54,1.163401545170309,5.401
1.16492,0.87717,0.23889,0.64718,1.2378749366887778,5.389
0.95104,0.87625,0.39237,0.49374,1.1811804046361438,5.314
0.99673,0.86216,0.36023,0.60712,1.201123066162142,5.303
1.12373,0.76042,0.35327,0.54504,1.2156970550099806,5.291
0.81217,0.87877,0.54854,0.47036,1.1677383000193489,5.279
1.0278,0.79381,0.44012,0.73561,1.2273497259870565,5.245
0.8527,0.90836,0.46074,0.49759,1.1569396607055968,5.196
0.56044,0.95434,0.40212,0.55449,1.102144097446572,5.185
1.03437,0.81329,0.15718,0.6458,1.1774270464560765,5.177
0.93383,0.64367,0.09511,0.70766,1.1587784623412725,5.163
1.07838,0.74173,0.15111,0.63533,1.1842565600748927,5.161
1.02787,0.99496,0.52259,0.57669,1.2088452801681586,5.155
0.84058,0.38595,0.25646,0.59471,1.1470497239172195,5.151
1.24142,0.93164,0.1977,0.67608,1.2282293750278017,5.145
0.68816,0.26135,0.14622,0.40306,1.0801575498068337,5.132
1.12268,0.64184,0.26228,0.76171,1.224824538648464,5.129
1.27607,0.94367,0.44727,0.79363,1.2795033141444945,5.123
1.0193,0.78236,0.27668,0.64738,1.1935816547712177,5.121
0.74037,0.79117,0.55954,0.66157,1.1642091297419794,5.061
0.25558,0.75862,0.3913,0.33108,1.010206848678716,5.057
0.97724,0.43165,0.23553,0.59577,1.1649034996000274,5.045
1.24886,0.75473,0.05822,0.80029,1.223610676319617,5.033
0.48835,0.75602,0.43408,0.53119,1.0796334193138528,4.996
0.98853,1.08983,0.35972,0.55469,1.1542490030214698,4.907
0.68042,0.5497,0.52168,0.38291,1.0866078084985482,4.876
0.75216,0.64498,0.27854,0.05108,1.0304602110873888,4.875
0.69429,0.75596,0.26755,0.58383,1.090437407057918,4.871
1.11758,0.38857,0.22544,0.64232,1.1646703985248554,4.813
0.61202,0.6376,0.42662,0.23573,1.0349992073630994,4.795
0.44626,0.69699,0.37012,0.50073,1.0340179264567178,4.793
0.67024,0.71629,0.17744,0.56844,1.0584835330378703,4.754
0.9553,0.50163,0.31866,0.73007,1.1327380262128945,4.655
0.54177,0.24749,0.39778,0.52989,1.0356956510800381,4.643
0.36485,0.628,0.30685,0.0,0.9214240906655511,4.635
1.07474,0.59205,0.24856,0.51076,1.1083661920246888,4.575
0.93287,0.70362,0.48614,0.34745,1.0876566909740388,4.574
0.52497,0.62542,0.42736,0.12698,0.9641823247592052,4.513
0.29283,0.37932,0.36703,0.34578,0.9434066646684194,4.508
1.02416,0.96053,0.42483,0.18611,1.0599167345004668,4.459
0.97318,0.84783,0.50817,0.62007,1.110810818685622,4.415
0.74036,0.29247,0.40285,0.45091,1.031917700268864,4.404
0.34112,0.69981,0.42692,0.3988,0.9518176612293097,4.395
0.95395,0.49813,0.18847,0.52116,1.053562393051939,4.362
0.86086,0.62477,0.14037,0.64083,1.0479184878236254,4.36
0.52267,0.7624,0.40576,0.30147,0.9688913846958693,4.356
0.87287,1.01413,0.12859,0.58628,1.038289843450998,4.324
0.63107,0.49353,0.40973,0.29681,0.977532751412219,4.276
0.05661,0.80676,0.15602,0.188,0.8265771023842523,4.272
0.83792,0.19249,0.32461,0.64035,1.0522623194295084,4.252
0.77109,0.47799,0.37938,0.28212,0.9965343848486967,4.236
0.44314,0.77416,0.31056,0.40457,0.9414188798223444,4.219
1.11306,0.92542,0.21219,0.67806,1.095772955177227,4.217
0.61391,0.84142,0.1268,0.28639,0.9377845756732395,4.201
0.35041,0.71478,0.25429,0.1595,0.8852099209420121,4.193
0.08709,0.147,0.4143,0.29364,0.865574873645887,4.156
0.63069,0.81928,0.0,0.29759,0.9218392418609491,4.139
1.15851,0.72368,0.28098,0.3494,1.058733967602129,4.121
0.31292,0.86333,0.27544,0.16347,0.8650999412557248,4.073
0.34097,0.29561,0.12072,0.27494,0.861236401712467,4.028
1.09426,0.89186,0.44089,0.34752,1.0412004513425552,3.974
0.27509,0.60323,0.15412,0.29981,0.8455092286599684,3.956
0.55507,0.57576,0.40663,0.04476,0.8868930900353265,3.916
0.55604,0.5375,0.58852,0.42494,0.9581932990391047,3.907
0.84731,0.66366,0.00589,0.04991,0.892499088299419,3.866
0.1327,0.6053,0.38041,0.26162,0.8265222744089105,3.856
0.39394,0.18519,0.19662,0.15781,0.8390381376386327,3.832
0.42214,0.63178,0.12807,0.03824,0.8093166247977457,3.763
0.31995,0.63054,0.3337,0.21297,0.8333181171416033,3.739
0.34719,0.90981,0.43653,0.19625,0.8477147149687565,3.739
0.57939,0.47493,0.2287,0.31048,0.8847001192005324,3.724
0.27954,0.46115,0.13684,0.37109,0.8217896535525884,3.695
0.47155,0.77623,0.3176,0.357,0.8727646244358755,3.666
0.10706,0.50353,0.25748,0.23165,0.7733724946371869,3.622
0.22415,0.3109,0.30953,0.18829,0.7945571374892275,3.607
0.32846,0.61586,0.5432,0.31865,0.8419173016971626,3.515
0.39499,0.10419,0.39747,0.21028,0.8197000826695826,3.484
0.38227,0.11037,0.1643,0.17344,0.7643275246668835,3.36
0.28123,0.0,0.34678,0.24811,0.7662497702378133,3.303
0.74719,0.14866,0.06912,0.62994,0.8316650892207715,3.069
0.06831,0.23442,0.0432,0.15747,0.606842686421107,2.905
1.61646318435669,1.53352355957031,0.635422587394714,0.796666502952576,1.6621224538805812,7.53700017929077
1.48238301277161,1.55112159252167,0.626006722450256,0.792565524578094,1.6339581494816713,7.52199983596802
1.480633020401,1.6105740070343,0.627162635326385,0.833552122116089,1.6375725174763431,7.50400018692017
1.56497955322266,1.51691174507141,0.620070576667786,0.858131289482117,1.655984043550009,7.49399995803833
1.44357192516327,1.5402467250824,0.617950856685638,0.80915766954422,1.623121964907417,7.4689998626709
1.50394463539124,1.42893922328949,0.585384488105774,0.810696125030518,1.6152726024551072,7.3769998550415
1.47920441627502,1.48134899139404,0.611100912094116,0.83455765247345,1.60668460539555,7.31599998474121
1.40570604801178,1.54819512367249,0.614062130451202,0.816759705543518,1.5920889676272374,7.31400012969971
1.49438726902008,1.47816216945648,0.612924098968506,0.830875158309937,1.6067389537176195,7.28399991989136
1.484414935112,1.51004195213318,0.601607382297516,0.84388679265976,1.6071301820514057,7.28399991989136
1.37538242340088,1.37628996372223,0.405988603830338,0.83840399980545,1.5520238959070247,7.21299982070923
1.10970628261566,1.41640365123749,0.580131649971008,0.759509265422821,1.4863813058795403,7.0789999961853
1.48709726333618,1.4599449634552,0.567766189575195,0.815328419208527,1.5519563600968664,7.00600004196167
1.54625928401947,1.41992056369781,0.505740523338318,0.77428662776947,1.5501195390467224,6.99300003051758
1.53570663928986,1.55823111534119,0.573110342025757,0.80978262424469,1.559086051459067,6.97700023651123
1.48792338371277,1.47252035140991,0.562511384487152,0.798950731754303,1.5441781299619106,6.95100021362305
1.46378076076508,1.46231269836426,0.539770722389221,0.818091869354248,1.5298692285553828,6.89099979400635
1.74194359779358,1.45758366584778,0.59662789106369,0.845089495182037,1.589104522565664,6.86299991607666
1.44163393974304,1.49646008014679,0.508190035820007,0.805335938930511,1.4899759774441181,6.71400022506714
1.25278460979462,1.28402495384216,0.376895278692245,0.819479703903198,1.4312143598917022,6.65199995040894
1.62634336948395,1.26641023159027,0.60834527015686,0.726798236370087,1.5166627243081683,6.64799976348877
1.10735321044922,1.43130600452423,0.437453746795654,0.616552352905273,1.383550413429209,6.63500022888184
1.35268235206604,1.43388521671295,0.490946173667908,0.754444003105164,1.4513672326222309,6.60900020599365
1.18529546260834,1.44045114517212,0.494519203901291,0.695137083530426,1.4119062721253057,6.59899997711182
1.15318381786346,1.210862159729,0.412730008363724,0.709978997707367,1.396441653970306,6.57800006866455
1.69227766990662,1.35381436347961,0.549840569496155,0.949492394924164,1.5468410125965555,6.57200002670288
1.34327983856201,1.48841166496277,0.588767051696777,0.821944236755371,1.460938073835323,6.52699995040894
1.21755969524384,1.41222786903381,0.57939225435257,0.719216823577881,1.4100257326657715,6.4539999961853
0.872001945972443,1.25558519363403,0.531310617923737,0.540239989757538,1.3168820286478016,6.4539999961853
1.23374843597412,1.37319254875183,0.550026834011078,0.706156134605408,1.4113217123458468,6.4520001411438
1.43092346191406,1.38777685165405,0.470222115516663,0.844465851783752,1.4582762973706076,6.44199991226196
1.12786877155304,1.42579245567322,0.580200731754303,0.647239029407501,1.3849111953856064,6.42399978637695
1.43362653255463,1.38456535339355,0.361466586589813,0.793984234333038,1.439702923242868,6.42199993133545
1.38439786434174,1.53209090232849,0.408781230449677,0.888960599899292,1.4464511519087568,6.40299987792969
1.87076568603516,1.27429687976837,0.604130983352661,0.710098087787628,1.5331915286898747,6.375
1.07062232494354,1.4021829366684,0.477487415075302,0.595027923583984,1.3499519395842026,6.35699987411499
1.53062355518341,1.28667759895325,0.449750572443008,0.590148329734802,1.4329643173345519,6.3439998626709
1.36135590076447,1.3802285194397,0.518630743026733,0.519983291625977,1.3670057309468224,6.16800022125244
1.63295245170593,1.25969874858856,0.496337592601776,0.632105708122253,1.4208097460378486,6.10500001907349
1.32539355754852,1.50505924224854,0.295817464590073,0.712732911109924,1.3512427669127476,6.09800004959106
1.48841226100922,1.32311046123505,0.536746919155121,0.653133034706116,1.400793928493245,6.08699989318848
1.29121541976929,1.28464603424072,0.402264982461929,0.618784427642822,1.3449733597024949,6.08400011062622
0.737299203872681,1.28721570968628,0.447551846504211,0.653095960617065,1.2486056892121615,6.07100009918213
1.00082039833069,1.28616881370544,0.4551981985569,0.685636222362518,1.2935784108979487,6.00799989700317
0.909784495830536,1.18212509155273,0.432452529668808,0.596018552780151,1.2626148508911783,6.00299978256226
1.29178786277771,1.44571197032928,0.520342111587524,0.699475347995758,1.3548744529080496,5.97300004959106
0.786441087722778,1.54896914958954,0.658248662948608,0.498272627592087,1.2487131914467708,5.97100019454956
1.39506661891937,1.44492328166962,0.256450712680817,0.853144347667694,1.3675319172478098,5.96400022506714
1.28177809715271,1.46928238868713,0.373783111572266,0.547349333763123,1.3198316278871176,5.96299982070923
0.907975316047668,1.08141779899597,0.547509372234344,0.450191766023636,1.2556014530367976,5.95599985122681
1.41691517829895,1.43633782863617,0.505625545978546,0.913475871086121,1.404449138492586,5.92000007629395
1.31458234786987,1.47351610660553,0.234231784939766,0.62894994020462,1.315108968625792,5.90199995040894
1.09186446666718,1.1462174654007,0.233335807919502,0.617584645748138,1.2671848795840668,5.87200021743774
1.26074862480164,1.40471494197845,0.325707912445068,0.638566970825195,1.3099529200313913,5.84999990463257
1.40167844295502,1.12827444076538,0.257921665906906,0.900214076042175,1.3636436311986826,5.83799982070923
0.728870630264282,1.25182557106018,0.240729048848152,0.589465200901031,1.1941273661750773,5.83799982070923
1.21768391132355,1.15009129047394,0.457003742456436,0.685158312320709,1.32322547230338,5.82499980926514
0.833756566047668,1.22761905193329,0.558732926845551,0.473630249500275,1.2347381274689577,5.82299995422363
1.13077676296234,1.49314916133881,0.41827192902565,0.437726080417633,1.2723804432855732,5.82200002670288
1.28455626964569,1.38436901569366,0.437454283237457,0.606041550636292,1.3274650468758937,5.81899976730347
1.3469113111496,1.18630337715149,0.471203625202179,0.834647238254547,1.3736901629176244,5.80999994277954
1.3412059545517,1.45251882076263,0.572575807571411,0.790828227996826,1.3698384193855624,5.75799989700317
1.03522527217865,1.21877038478851,0.450002878904343,0.630166113376617,1.2700896520858374,5.71500015258789
1.18939554691315,1.20956099033356,0.491247326135635,0.638007462024689,1.290288494506396,5.62900018692017
1.35593807697296,1.13136327266693,0.355111539363861,0.84471470117569,1.3346679095069651,5.62099981307983
1.32087934017181,1.47667109966278,0.479131430387497,0.695168316364288,1.3217224414532618,5.61100006103516
1.15655755996704,1.44494521617889,0.295400261878967,0.637714266777039,1.2560710729810947,5.56899976730347
1.10180306434631,1.35756433010101,0.465733230113983,0.520169019699097,1.242267110983586,5.52500009536743
1.19827437400818,1.33775317668915,0.300740599632263,0.637605607509613,1.2549144765437794,5.5
0.932537317276001,1.50728487968445,0.473507791757584,0.579250693321228,1.216304115097796,5.49300003051758
1.55167484283447,1.26279091835022,0.490968644618988,0.943062424659729,1.3823103941125552,5.47200012207031
0.85769921541214,1.25391757488251,0.585214674472809,0.468009054660797,1.191146089629204,5.42999982833862
1.06931757926941,1.25818979740143,0.208715528249741,0.65078467130661,1.2089311083449623,5.39499998092651
0.991012394428253,1.23908889293671,0.418421149253845,0.604590058326721,1.2016774025609234,5.33599996566772
